,lat,long,cod_municipio,cnes,nom_estab,dsc_endereco,dsc_bairro,dsc_cidade,dsc_telefone,dsc_estrut_fisic_ambiencia,dsc_adap_defic_fisic_idosos,dsc_equipamentos,dsc_medicamentos,uf,cidade,no_fantasia,no_logradouro,no_bairro,cod_estado,nome_estado
511,-20.363,-40.659,320190,2546760,USR BARCELOS ADOLPHO PIZZOL DOMINGOS MARTINS,BARCELOS DISTRITO DE ARACE,BARCELOS,Domingos Martins,2799241956,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Domingos Martins,UNIDADE DE SAUDE ADOLPHO PIZZOL,BARCELOS DISTRITO DE ARACE ZONA RURAL - S/N,BARCELOS,32,Espírito Santo
512,-20.041,-40.746,320455,2403889,US DE BARRA DO RIO CLARO STA MARIA DE JETIBA,BARRA D RIO CLARO,INTERIOR,Santa Maria de Jetibá,(27)32631160,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Santa Maria de Jetibá,US DE BARRA DO RIO CLARO STA MARIA DE JETIBA,BARRA D RIO CLARO - S/N,INTERIOR,32,Espírito Santo
513,-20.413,-40.683,320334,2675153,UNIDADE DE SAUDE DA FAMILIA DE ARAGUAIA,RUA PROJETADA,ARAGUAIA,Marechal Floriano,027 32881961,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Marechal Floriano,UBS LEONTINA PERIM DE FARIA,RUA PROJETADA - S/N,ARAGUAIA,32,Espírito Santo
514,-19.252,-40.461,320225,2445735,UNIDADE SAUDE DA FAMILIA CORREGO MOACIR,CORREGO MOACYR,CORREGO MOACYR,Governador Lindenberg,2737441165,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Governador Lindenberg,UNIDADE BASICA DE SAUDE SILVINO DE CASTRO,RUA PROJETADA - S/N,CORREGO MOACIR,32,Espírito Santo
515,-20.363,-40.659,320190,2403544,USR PONTO ALTO D MARTINS,AUGUSTO JOESE,ZONA RURAL,Domingos Martins,2732495034,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Domingos Martins,UNIDADE DE SAUDE DE PONTO ALTO,AUGUSTO JOESE - S/N,PONTO ALTO,32,Espírito Santo
516,-19.933,-40.407,320220,2652838,UNIDADE SANITARIA DE PRAIA GRANDE,RUA MANOEL SOARES DOS SANTOS,PRAIA GRANDE,Fundão,2732871441,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Fundão,UNIDADE DE SAUDE DA FAMILIA DE PRAIA GRANDE,RUA SOLIMOES LOTEAMENTO - S/N,NOSSA SENHORA DA PEN,32,Espírito Santo
517,-20.689,-41.845,320200,2446456,POSTO DE SAUDE PEDRA MENINA,RUA PRINCIPAL,DISTRITO DE PEDRA ME,Dores do Rio Preto,2835593064,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Dores do Rio Preto,UNIDADE DE ESTRATEGIA DE SAUDE DA FAMILIA DE PEDRA MENINA,RUA PRINCIPAL - S/N,DISTRITO DE PEDRA ME,32,Espírito Santo
518,-20.849,-41.113,320120,3125416,UNIDADE BASICA DE SAUDE DA FAMILIA DO GILSON CARONE,DJALMA MANOEL DA SILVA,GILSON CARONE,Cachoeiro de Itapemirim,2835176529,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cachoeiro de Itapemirim,UNIDADE BASICA DE SAUDE DOUTOR LUIZ CARLOS SANTANA G CARONE,DJALMA MANOEL DA SILVA - 01,GILSON CARONE,32,Espírito Santo
519,-18.593,-39.732,320160,2483866,UNIDADE DE SAUDE DA FAMILIA DE SANTANA,RUA VINHATICO,NOVO HORIZONTE,Conceição da Barra,2737621161,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Conceição da Barra,UNIDADE DE SAUDE DA FAMILIA DE SANTANA,RUA ITAUNAS - S/N,NOVO HORIZONTE,32,Espírito Santo
520,-20.849,-41.113,320120,2547570,UNIDADE BASICA DO SAO LUIZ GONZAGA,RUA AFONSO PENA,SAO LUIZ GONZAGA,Cachoeiro de Itapemirim,2831555426,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cachoeiro de Itapemirim,UNIDADE BASICA DE SAUDE JURACYR MENDES GLORIA S L GONZAGA,RUA AFONSO PENA - 01,SAO LUIZ GONZAGA,32,Espírito Santo
521,-20.764,-41.533,320020,2650479,PSF MOD I X VILA DO CAFE,RUA HOMERO MARTINS,VILA DO CAFE,Alegre,(28)35522485,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO DISTRITO DE VILA DO CAFE,RUA HOMERO MARTINS - S/N,VILA DO CAFE,32,Espírito Santo
522,-20.041,-40.746,320455,2403870,US DE GARRAFAO STA MARIA DE JETIBA,VILA RIO LAMEGO,CENTRO,Santa Maria de Jetibá,(27)32631160,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Santa Maria de Jetibá,ESF GARRAFAO RIO LAMEGO STA MARIA DE JETIBA,VILA RIO LAMEGO - S/N,CENTRO,32,Espírito Santo
523,-20.33,-40.292,320520,2485885,UNIDADE DE SAUDE DE COQUEIRAL DE ITAPARICA,RUA JOSE FELIX CHEIN,COQUEIRAL ITAPARICA,Vila Velha,2731399033,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Vila Velha,UNIDADE DE SAUDE DE COQUEIRAL DE ITAPARICA,RUA JOSE FELIX CHEIN - S/N,COQUEIRAL ITAPARICA,32,Espírito Santo
524,-20.234,-41.511,320245,2448270,UNIDADE DE SAUDE DA ESF BRASIL NOVO NESF,RUA ORLY BARROS,NOVO HORIZONTE,Ibatiba,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Ibatiba,UNIDADE DE SAUDE DA ESF BRASIL NOVO NESF,RUA ORLY BARROS - 1,NOVO HORIZONTE,32,Espírito Santo
525,-19.539,-40.631,320150,6893775,US2 NOSSA SENHORA APARECIDA,RUA AMALIA ALVINA JARJURA,APARECIDA,Colatina,2737119462,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Colatina,US2 NOSSA SENHORA APARECIDA LUIZ JOSE LOURENCO,RUA AMALIA ALVINA JARJURA - S/N,APARECIDA,32,Espírito Santo
526,-20.541,-41.667,320255,2447436,UNIDADE SANITARIA DA PRATINHA PSF,RUA PRINCIPAL,PRATINHA,Ibitirama,(28)35691169,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Ibitirama,UNIDADE SANITARIA DA PRATINHA PSF,RUA PRINCIPAL - 01,PRATINHA,32,Espírito Santo
527,-20.363,-40.659,320190,2403536,USR ALTO TIJUCO PRETO D MARTINS,ALTO TIJUCO PRETO,PARAJU,Domingos Martins,(27)32681344,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Domingos Martins,UNIDADE DE SAUDE DE ALTO TIJUCO PRETO,ALTO TIJUCO PRETO ZONA RURAL - S/N,TIJUCO PRETO,32,Espírito Santo
528,-20.363,-40.659,320190,2403439,USR PARAJU US CATHARINA SIMMER SCHWANS DMARTINS,RUA PRINCIPAL,PARAJU,Domingos Martins,2732491127,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Domingos Martins,UNIDADE DE SAUDE DA FAMILIA DE PARAJU,RUA CELIO PITANGA PINTO - S/N,PARAJU,32,Espírito Santo
529,-20.39,-40.496,320510,2486245,UNIDADE BASICA ARACATIBA,RUA PRINCIPAL,ARACATIBA,Viana,(02)73255604,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Viana,UNIDADE BASICA ARACATIBA,RUA FRANCISCO PALASSI - S/N,ARACATIBA,32,Espírito Santo
530,-20.34,-41.135,320506,2466228,UNIDADE SANITARIA DE VARGEM GRANDE VNI,VARGEM GRANDE,VARGEM GRANDE,Venda Nova do Imigrante,2835466110,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DE VARGEM GRANDE,VARGEM GRANDE - S/N,VARGEM GRANDE,32,Espírito Santo
531,-20.363,-40.659,320190,6347908,POSTO DE ATENDIMENTO FAZENDA GERMANO SCHWANZ,CENTRO,MELGACO,Domingos Martins,27-3268-3178,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Domingos Martins,POSTO DE ATENDIMENTO FAZENDA GERMANO SCHWANZ,VILA - S/N,MELGACO,32,Espírito Santo
532,-18.127,-40.363,320350,6670237,ESF VI,AV ANTONIO PAULINO,AMAZONAS,Montanha,2737542958,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Montanha,ESF VI DECAO,RUA CONCEICAIO DA BARRA - S/N,DECAO,32,Espírito Santo
533,-20.413,-40.683,320334,2675145,UNIDADE DE SAUDE DA FAMILIA DE VICTOR HUGO,RUA PROJETADAS,VICTOR HUGO,Marechal Floriano,027 32881961,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Marechal Floriano,U S F DE VICTOR HUGO GOVERNADOR MUN HENRIQUE KROHLING,RUA PROJETADAS - S/N,VICTOR HUGO,32,Espírito Santo
534,-20.39,-40.496,320510,2547023,UNIDADE BASICA JUCU,RUA NOSSA SENHORA DO BELEM,JUCU,Viana,2732551361,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Viana,UNIDADE BASICA JUCU,RUA NOSSA SENHORA DO BELEM - 210,JUCU,32,Espírito Santo
535,-18.127,-40.363,320350,2484005,UNIDADE SANITARIA DE VINHATICO PSF 2,RUA DILIO PENEDO,VINHATICO,Montanha,(27)37542274,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Montanha,ESF 2 VINHATICO,RUA DILIO PENEDO - S/N,VINHATICO,32,Espírito Santo
536,-20.363,-40.659,320190,2403447,USR PEROBAS D MARTINS,PEROBAS DISTRITO DE PARAJU,PEROBAS,Domingos Martins,(27)32681344,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Domingos Martins,UNIDADE DE SAUDE JOAQUIM TESCH,RUA PRINCIPAL - S/N,PONTO ALTO,32,Espírito Santo
537,-20.764,-41.533,320020,2447584,PSF MOD II VILA DO SUL,RUA ANTONIO LEMOS BARBOSA,VILA DO SUL,Alegre,2835521086,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO BAIRRO VILA DO SUL,RUA LUIZ ALBANI - S/N,VILA DO SUL,32,Espírito Santo
538,-20.33,-40.292,320520,2358298,UNIDADE DE SAUDE IBES,PRACA ASSIS CHATEAU BRIAN,IBES,Vila Velha,2732391525,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Vila Velha,UNIDADE DE SAUDE DA FAMILIA DO IBES,PRACA ASSIS CHATEAU BRIAN - S/N,IBES,32,Espírito Santo
539,-18.54,-40.296,320100,2485338,UNIDADE SANITARIA DE BELA VISTA,BELA VISTA,BELA VISTA,Boa Esperança,(27)37681143,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Boa Esperança,UNIDADE SAUDE DA FAMILIA JOAO MARCHIORI,BELA VISTA - S/N,BELA VISTA,32,Espírito Santo
540,-20.849,-41.113,320120,2547481,UNIDADE BASICA DE SAUDE DA FAMILIA DA UNIAO,RUA JOSE NUNES SOBRINHO,UNIAO,Cachoeiro de Itapemirim,2831555320,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cachoeiro de Itapemirim,UNIDADE BASICA DE SAUDE DA FAMILIA DA UNIAO,RUA JOSE NUNES SOBRINHO - S/N,UNIAO,32,Espírito Santo
541,-19.933,-40.407,320220,6648363,ESTRATEGIA SAUDE DA FAMILIA I,RUA EVERALDINO SILVA,CENTRO,Fundão,2732271123,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Fundão,ESTRATEGIA SAUDE DA FAMILIA I,RUA EVERALDINO SILVA - 60,CENTRO,32,Espírito Santo
542,-18.593,-39.732,320160,2769964,UNIDADE DE SAUDE DA FAMILIA DA VILA DOS PESCADORES,PRACA BENOMIO FALCAO,CENTRO,Conceição da Barra,2737622212,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Conceição da Barra,UNIDADE DE SAUDE DA FAMILIA DA VILA DOS PESCADORES,AVENIDA JONES DOS SANTOS NEVES - 528,CENTRO,32,Espírito Santo
543,-20.33,-40.292,320520,2358069,UNIDADE DE SAUDE DE VILA NOVA,AVENIDA SERGIO CARDOSO,VILA NOVA,Vila Velha,2733891313,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Vila Velha,UNIDADE DE SAUDE DA FAMILIA DE VILA NOVA,AVENIDA JUNIOR MARAGONI - 001,VILA NOVA,32,Espírito Santo
544,-20.129,-40.308,320500,2485907,UNIDADE BASICA DE SAUDE CIDADE CONTINENTAL,AV DOS INDIOS,CIDADE CONTINENTAL,Serra,2733381495,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Serra,UNIDADE BASICA DE SAUDE CIDADE CONTINENTAL,AVENIDA DOS INDIOS - S/N,CIDADE CONTINENTAL,32,Espírito Santo
545,-20.764,-41.533,320020,2447517,PSF MODULO IV VILA ALTA,VILA ALTA,VILA ALTA,Alegre,2835521874,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO BAIRRO VILA ALTA,RUA MARIA CARVALHO CARNEIRO - S/N,NOVA ALEGRE,32,Espírito Santo
546,-20.413,-40.683,320334,2675129,UNIDADE DE SAUDE DA FAMILIA DE BOM JESUS,RUA PROJETADA,BOM JESUS,Marechal Floriano,027 32881961,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Marechal Floriano,POSTO DE SAUDE DE BOM JESUS DEP MARIANO FERREIRA DE NAZARETH,RUA PROJETADA - S/N,BOM JESUS,32,Espírito Santo
547,-20.764,-41.533,320020,2650487,UNIDADE BASICA DE SAUDE DE ANUTIBA,ANUTIBA,CENTRO,Alegre,(28)35522485,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO DISTRITO DE ANUTIBA,ANUTIBA - S/N,CENTRO,32,Espírito Santo
548,-20.764,-41.533,320020,2447789,UNIDADE BASICA DE SAUDE DE CELINA,RUA SENADOR ATILIO VIVACQUA,CELINA,Alegre,2835526246,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO DISTRITO DE CELINA,RUA EMPERILIO DE SOUZA MOREIRA - S/N,CELINA,32,Espírito Santo
549,-18.406,-40.225,320410,2484331,UNIDADE SANITARIA FAZENDA BRUNELLI,COMUNIDADE BRUNELLI,ZONA RURAL,Pinheiros,(27)37651488,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Pinheiros,UNIDADE SANITARIA FAZENDA BRUNELLI,COMUNIDADE BRUNELLI - S/N,ZONA RURAL,32,Espírito Santo
550,-20.689,-41.845,320200,2446421,UNIDADE SANITARIA MUNDO NOVO,RUA PRINCIPAL,DISTRITO MUNDO NOVO,Dores do Rio Preto,2835594031,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Dores do Rio Preto,UNIDADE DE ESTRATEGIA DE SAUDE DA FAMILIA DE MUNDO NOVO,RUA PROJETADA - S/N,DISTRITO MUNDO NOVO,32,Espírito Santo
551,-20.346,-41.536,320300,2446898,UNIDADE SANITARIA DE TRINDADE,RUA PRINCIPAL,DISTRITO SS TRINDADA,Iúna,(28)35451755,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Iúna,UNIDADE SANITARIA DE TRINDADE,AV OTACILIO SEVERINO DA SILVA - S/N,DISTRITO SS TRINDADE,32,Espírito Santo
552,-18.54,-40.296,320100,2485303,UNIDADE DE SAUDE DA FAMILIA DE SOBRADINHO,RUA SANTA TEREZINHA,SOBRADINHO,Boa Esperança,2737685006,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Boa Esperança,UNIDADE DE SAUDE DA FAMILIA DE SOBRADINHO,RUA SANTA TEREZINHA - S/N,SOBRADINHO,32,Espírito Santo
553,-19.539,-40.631,320150,2446316,US2 SANTO ANTONIO,RUA AFONSO CLAUDIO,SANTO ANTONIO,Colatina,2737222427,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Colatina,US2 SANTO ANTONIO,RUA AFONSO CLAUDIO - S/N,SANTO ANTONIO,32,Espírito Santo
554,-20.849,-41.113,320120,2547686,UNIDADE BASICA DE SAUDE DA FAMILIA DE CONDURU,RUA CORONEL FRANCISCO ALVES DE ATAIDE,CONDURU,Cachoeiro de Itapemirim,2835395293,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cachoeiro de Itapemirim,UNIDADE BASICA DE SAUDE DOUTOR EDSON MOREIRA CONDURU,RUA CORONEL FRANCISCO ALVES DE ATAIDE - 01,CONDURU,32,Espírito Santo
555,-18.615,-40.611,320515,3169375,POSTO DE SAUDE DE CONCEICAO DO XV,CONCEICAO DO XV,ZONA RURAL,Vila Pavão,2737531082,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Vila Pavão,UNIDADE BASICA DE SAUDE CONCEICAO DO XV,CONCEICAO DO XV - S/N,ZONA RURAL,32,Espírito Santo
556,-18.593,-39.732,320160,6316425,UNIDADE DE SAUDE DA FAMILIA DO CENTRO,PCA BENOMIO FALCAO,CENTRO,Conceição da Barra,2737622212,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Conceição da Barra,UNIDADE DE SAUDE DA FAMILIA DO CENTRO,RUA VINTE TRES DE MAIO - 21,CENTRO,32,Espírito Santo
557,-19.225,-40.851,320400,2448718,UNIDADE DE SAUDE DA FAMILIA DE SAO PEDRO,RODOVIA JOSE ALVES DE SOUZA,BAIRRO NILTON SA,Pancas,(27)37261152,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Pancas,UNIDADE DE SAUDE DA FAMILIA DE SAO PEDRO,RODOVIA JOSE ALVES DE SOUZA - S/N,ZONA RURAL,32,Espírito Santo
558,-20.764,-41.533,320020,2447576,PSF MODULO I GUARAREMA,RUA VITORIO ALBANI,GUARAREMA,Alegre,2835521008,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Alegre,ESF DO BAIRRO GUARAREMA,RUA ANTONIO RODRIGUES DE OLIVEIRA - S/N,GUARAREMA,32,Espírito Santo
559,-20.413,-40.683,320334,2675188,UNIDADE DE SAUDE DA FAMILIA DE SOIDO DE BAIXO,RUA PROJETADA,SOIDO DE BAIXO,Marechal Floriano,027 32881961,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,ES,Marechal Floriano,U SAUDE DA FAMILIA DE SOIDO DE BAIXO ANTONIO JOSE KLEIN,RUA PROJETADA - S/N,SOIDO DE BAIXO,32,Espírito Santo
560,-20.264,-40.42,320130,2466104,US VILA GRAUNA,RUA LAURINDA PEREIRA DO NASCIMENTO,VILA GRAUNA,Cariacica,2733466547,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,ES,Cariacica,US VILA GRAUNA,RUA LAURINDA PEREIRA DO NASCIMENTO - S/N,VILA GRAUNA,32,Espírito Santo
561,-20.34,-41.135,320506,6845738,UNIDADE DE SAUDE DA FAMILIA DO BAIRRO MINETE,AVENIDA JOSE MINETE,MINETE,Venda Nova do Imigrante,2835863418,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,ES,Venda Nova do Imigrante,UNIDADE DE SAUDE DA FAMILIA DO BAIRRO MINETE,AVENIDA JOSE MINETE - S/N,MINETE,32,Espírito Santo
